;iso_code;continent;location;date;total_cases;new_cases;total_deaths;new_deaths;total_cases_per_million;new_cases_per_million;total_deaths_per_million;new_deaths_per_million;new_tests;total_tests;total_tests_per_thousand;new_tests_per_thousand;new_tests_smoothed;new_tests_smoothed_per_thousand;tests_per_case;positive_rate;tests_units;stringency_index;population;population_density;median_age;aged_65_older;aged_70_older;gdp_per_capita;extreme_poverty;cardiovasc_death_rate;diabetes_prevalence;female_smokers;male_smokers;handwashing_facilities;hospital_beds_per_thousand;life_expectancy;mes
1;AFG;Asia;Afghanistan;31/01/2020;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;;0;38928341;54.422;18.6;2.581;1.337;1.803.987;NA;597.029;9.59;NA;NA;37.746;0.5;64.83;1
2;AFG;Asia;Afghanistan;29/02/2020;1;0;0;0;0.026;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;;8.33;38928341;54.422;18.6;2.581;1.337;1.803.987;NA;597.029;9.59;NA;NA;37.746;0.5;64.83;2
3;AFG;Asia;Afghanistan;31/03/2020;141;27;4;0;3.622;0.694;0.103;0;NA;NA;NA;NA;NA;NA;NA;NA;;67.59;38928341;54.422;18.6;2.581;1.337;1.803.987;NA;597.029;9.59;NA;NA;37.746;0.5;64.83;3
4;AFG;Asia;Afghanistan;30/04/2020;1949;122;60;0;50.066;3.134;1.541;0;NA;NA;NA;NA;NA;NA;NA;NA;;84.26;38928341;54.422;18.6;2.581;1.337;1.803.987;NA;597.029;9.59;NA;NA;37.746;0.5;64.83;4
5;AFG;Asia;Afghanistan;31/05/2020;14525;866;249;3;373.121;22.246;6.396;0.077;NA;NA;NA;NA;NA;NA;NA;NA;;84.26;38928341;54.422;18.6;2.581;1.337;1.803.987;NA;597.029;9.59;NA;NA;37.746;0.5;64.83;5
6;AFG;Asia;Afghanistan;30/06/2020;31238;271;733;12;802.449;6.962;18.829;0.308;NA;NA;NA;NA;NA;NA;NA;NA;;78.7;38928341;54.422;18.6;2.581;1.337;1.803.987;NA;597.029;9.59;NA;NA;37.746;0.5;64.83;6
7;AFG;Asia;Afghanistan;31/07/2020;36542;71;1271;0;938.699;1.824;32.65;0;NA;NA;NA;NA;NA;NA;NA;NA;;78.7;38928341;54.422;18.6;2.581;1.337;1.803.987;NA;597.029;9.59;NA;NA;37.746;0.5;64.83;7
8;ALB;Europe;Albania;31/03/2020;223;11;12;2;77.49;3.822;4.17;0.695;NA;NA;NA;NA;NA;NA;NA;NA;;84.26;2877800;104.871;38;13.188;8.643;11.803.431;1.1;304.195;10.08;7.1;51.2;NA;2.89;78.57;3
9;ALB;Europe;Albania;30/04/2020;766;16;31;1;266.176;5.56;10.772;0.347;NA;NA;NA;NA;NA;NA;NA;NA;;89.81;2877800;104.871;38;13.188;8.643;11.803.431;1.1;304.195;10.08;7.1;51.2;NA;2.89;78.57;4
10;ALB;Europe;Albania;31/05/2020;1122;23;33;0;389.881;7.992;11.467;0;NA;NA;NA;NA;NA;NA;NA;NA;;86.11;2877800;104.871;38;13.188;8.643;11.803.431;1.1;304.195;10.08;7.1;51.2;NA;2.89;78.57;5
11;ALB;Europe;Albania;30/06/2020;2466;64;58;3;856.905;22.239;20.154;1.042;NA;NA;NA;NA;NA;NA;NA;NA;;64.81;2877800;104.871;38;13.188;8.643;11.803.431;1.1;304.195;10.08;7.1;51.2;NA;2.89;78.57;6
12;ALB;Europe;Albania;31/07/2020;5197;92;154;4;1.805.893;31.969;53.513;1.39;NA;NA;NA;NA;NA;NA;NA;NA;;NA;2877800;104.871;38;13.188;8.643;11.803.431;1.1;304.195;10.08;7.1;51.2;NA;2.89;78.57;7
13;DZA;Africa;Algeria;31/01/2020;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;;0;43851043;17.348;29.1;6.211;3.857;13.913.839;0.5;278.364;6.73;0.7;30.4;83.741;1.9;76.88;1
14;DZA;Africa;Algeria;29/02/2020;1;0;0;0;0.023;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;;0;43851043;17.348;29.1;6.211;3.857;13.913.839;0.5;278.364;6.73;0.7;30.4;83.741;1.9;76.88;2
15;DZA;Africa;Algeria;31/03/2020;584;73;35;4;13.318;1.665;0.798;0.091;NA;NA;NA;NA;NA;NA;NA;NA;;86.57;43851043;17.348;29.1;6.211;3.857;13.913.839;0.5;278.364;6.73;0.7;30.4;83.741;1.9;76.88;3
16;DZA;Africa;Algeria;30/04/2020;3848;199;444;7;87.752;4.538;10.125;0.16;NA;NA;NA;NA;NA;NA;NA;NA;;76.85;43851043;17.348;29.1;6.211;3.857;13.913.839;0.5;278.364;6.73;0.7;30.4;83.741;1.9;76.88;4
17;DZA;Africa;Algeria;31/05/2020;9267;133;646;8;211.329;3.033;14.732;0.182;NA;NA;NA;NA;NA;NA;NA;NA;;76.85;43851043;17.348;29.1;6.211;3.857;13.913.839;0.5;278.364;6.73;0.7;30.4;83.741;1.9;76.88;5
18;DZA;Africa;Algeria;30/06/2020;13571;298;905;8;309.48;6.796;20.638;0.182;NA;NA;NA;NA;NA;NA;NA;NA;;65.74;43851043;17.348;29.1;6.211;3.857;13.913.839;0.5;278.364;6.73;0.7;30.4;83.741;1.9;76.88;6
19;DZA;Africa;Algeria;31/07/2020;29831;602;1200;14;680.28;13.728;27.365;0.319;NA;NA;NA;NA;NA;NA;NA;NA;;NA;43851043;17.348;29.1;6.211;3.857;13.913.839;0.5;278.364;6.73;0.7;30.4;83.741;1.9;76.88;7
20;AND;Europe;Andorra;31/03/2020;370;36;8;2;4.788.714;465.929;103.54;25.885;NA;NA;NA;NA;NA;NA;NA;NA;;48.15;77265;163.755;NA;NA;NA;NA;NA;109.135;7.97;29;37.8;NA;NA;83.73;3
21;AND;Europe;Andorra;30/04/2020;743;0;42;1;9.616.256;0;543.584;12.942;NA;NA;NA;NA;NA;NA;NA;NA;;52.78;77265;163.755;NA;NA;NA;NA;NA;109.135;7.97;29;37.8;NA;NA;83.73;4
22;AND;Europe;Andorra;31/05/2020;764;0;51;0;9.888.048;0;660.066;0;NA;NA;NA;NA;NA;NA;NA;NA;;50;77265;163.755;NA;NA;NA;NA;NA;109.135;7.97;29;37.8;NA;NA;83.73;5
23;AND;Europe;Andorra;30/06/2020;855;0;52;0;11.065.812;0;673.008;0;NA;NA;NA;NA;NA;NA;NA;NA;;38.89;77265;163.755;NA;NA;NA;NA;NA;109.135;7.97;29;37.8;NA;NA;83.73;6
24;AND;Europe;Andorra;31/07/2020;922;4;52;0;11.932.958;51.77;673.008;0;NA;NA;NA;NA;NA;NA;NA;NA;;NA;77265;163.755;NA;NA;NA;NA;NA;109.135;7.97;29;37.8;NA;NA;83.73;7
25;AGO;Africa;Angola;31/03/2020;7;0;2;0;0.213;0;0.061;0;NA;NA;NA;NA;NA;NA;NA;NA;;90.74;32866268;23.89;16.8;2.405;1.362;5.819.495;NA;276.045;3.94;NA;NA;26.664;NA;61.15;3
26;AGO;Africa;Angola;30/04/2020;27;0;2;0;0.822;0;0.061;0;NA;NA;NA;NA;NA;NA;NA;NA;;78.7;32866268;23.89;16.8;2.405;1.362;5.819.495;NA;276.045;3.94;NA;NA;26.664;NA;61.15;4
27;AGO;Africa;Angola;31/05/2020;84;7;4;0;2.556;0.213;0.122;0;NA;NA;NA;NA;NA;NA;NA;NA;;77.78;32866268;23.89;16.8;2.405;1.362;5.819.495;NA;276.045;3.94;NA;NA;26.664;NA;61.15;5
28;AGO;Africa;Angola;30/06/2020;276;9;11;0;8.398;0.274;0.335;0;NA;NA;NA;NA;NA;NA;NA;NA;;75.93;32866268;23.89;16.8;2.405;1.362;5.819.495;NA;276.045;3.94;NA;NA;26.664;NA;61.15;6
29;AGO;Africa;Angola;31/07/2020;1078;78;48;1;32.8;2.373;1.46;0.03;NA;NA;NA;NA;NA;NA;NA;NA;;NA;32866268;23.89;16.8;2.405;1.362;5.819.495;NA;276.045;3.94;NA;NA;26.664;NA;61.15;7
35;ATG;North America;Antigua and Barbuda;31/03/2020;7;0;0;0;71.481;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;;NA;97928;231.845;32.1;6.933;4.631;21.490.943;NA;191.511;13.17;NA;NA;NA;3.8;77.02;3
36;ATG;North America;Antigua and Barbuda;30/04/2020;24;0;3;0;245.078;0;30.635;0;NA;NA;NA;NA;NA;NA;NA;NA;;NA;97928;231.845;32.1;6.933;4.631;21.490.943;NA;191.511;13.17;NA;NA;NA;3.8;77.02;4
37;ATG;North America;Antigua and Barbuda;31/05/2020;25;0;3;0;255.29;0;30.635;0;NA;NA;NA;NA;NA;NA;NA;NA;;NA;97928;231.845;32.1;6.933;4.631;21.490.943;NA;191.511;13.17;NA;NA;NA;3.8;77.02;5
38;ATG;North America;Antigua and Barbuda;30/06/2020;66;1;3;0;673.965;10.212;30.635;0;NA;NA;NA;NA;NA;NA;NA;NA;;NA;97928;231.845;32.1;6.933;4.631;21.490.943;NA;191.511;13.17;NA;NA;NA;3.8;77.02;6
39;ATG;North America;Antigua and Barbuda;31/07/2020;91;0;3;0;929.254;0;30.635;0;NA;NA;NA;NA;NA;NA;NA;NA;;NA;97928;231.845;32.1;6.933;4.631;21.490.943;NA;191.511;13.17;NA;NA;NA;3.8;77.02;7
40;ARG;South America;Argentina;29/02/2020;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;0;NA;NA;people tested;11.11;45195777;16.177;31.9;11.198;7.441;18.933.907;0.6;191.032;5.5;16.2;27.7;NA;5;76.67;2
41;ARG;South America;Argentina;31/03/2020;966;146;24;4;21.374;3.23;0.531;0.089;591;5785;0.128;0.013;494;0.011;5.2;0.192;people tested;100;45195777;16.177;31.9;11.198;7.441;18.933.907;0.6;191.032;5.5;16.2;27.7;NA;5;76.67;3
42;ARG;South America;Argentina;30/04/2020;4272;158;214;7;94.522;3.496;4.735;0.155;2201;54280;1.201;0.049;2068;0.046;14.534;0.069;people tested;88.89;45195777;16.177;31.9;11.198;7.441;18.933.907;0.6;191.032;5.5;16.2;27.7;NA;5;76.67;4
43;ARG;South America;Argentina;31/05/2020;16201;795;528;8;358.463;17.59;11.683;0.177;2556;139123;3.078;0.057;3578;0.079;5.152;0.194;people tested;90.74;45195777;16.177;31.9;11.198;7.441;18.933.907;0.6;191.032;5.5;16.2;27.7;NA;5;76.67;5
44;ARG;South America;Argentina;30/06/2020;62255;4524;1280;63;1.377.452;100.098;28.321;1.394;7712;310159;6.863;0.171;7396;0.164;2.986;0.335;people tested;88.89;45195777;16.177;31.9;11.198;7.441;18.933.907;0.6;191.032;5.5;16.2;27.7;NA;5;76.67;6
45;ARG;South America;Argentina;31/07/2020;178983;5641;3311;111;3.960.171;124.813;73.259;2.456;13380;621816;13.758;0.296;11796;0.261;2.226;0.449;people tested;NA;45195777;16.177;31.9;11.198;7.441;18.933.907;0.6;191.032;5.5;16.2;27.7;NA;5;76.67;7
46;ARM;Asia;Armenia;31/01/2020;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;;NA;2963234;102.931;35.7;11.232;7.571;8787.58;1.8;341.01;7.11;1.5;52.1;94.043;4.2;75.09;1
47;ARM;Asia;Armenia;29/02/2020;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;;NA;2963234;102.931;35.7;11.232;7.571;8787.58;1.8;341.01;7.11;1.5;52.1;94.043;4.2;75.09;2
48;ARM;Asia;Armenia;31/03/2020;532;50;3;0;179.534;16.873;1.012;0;NA;NA;NA;NA;NA;NA;NA;NA;;NA;2963234;102.931;35.7;11.232;7.571;8787.58;1.8;341.01;7.11;1.5;52.1;94.043;4.2;75.09;3
49;ARM;Asia;Armenia;30/04/2020;2066;134;32;2;697.211;45.221;10.799;0.675;NA;NA;NA;NA;NA;NA;NA;NA;;NA;2963234;102.931;35.7;11.232;7.571;8787.58;1.8;341.01;7.11;1.5;52.1;94.043;4.2;75.09;4
50;ARM;Asia;Armenia;31/05/2020;9282;355;131;4;3.132.388;119.802;44.208;1.35;NA;NA;NA;NA;NA;NA;NA;NA;;NA;2963234;102.931;35.7;11.232;7.571;8787.58;1.8;341.01;7.11;1.5;52.1;94.043;4.2;75.09;5
51;ARM;Asia;Armenia;30/06/2020;25542;415;443;10;8.619.637;140.05;149.499;3.375;NA;NA;NA;NA;NA;NA;NA;NA;;NA;2963234;102.931;35.7;11.232;7.571;8787.58;1.8;341.01;7.11;1.5;52.1;94.043;4.2;75.09;6
52;ARM;Asia;Armenia;31/07/2020;38550;354;738;10;13.009.435;119.464;249.052;3.375;NA;NA;NA;NA;NA;NA;NA;NA;;NA;2963234;102.931;35.7;11.232;7.571;8787.58;1.8;341.01;7.11;1.5;52.1;94.043;4.2;75.09;7
53;ABW;North America;Aruba;30/04/2020;100;0;2;0;936.628;0;18.733;0;NA;NA;NA;NA;NA;NA;NA;NA;;85.19;106766;584.8;41.2;13.085;7.452;35.973.781;NA;NA;11.62;NA;NA;NA;NA;76.29;4
54;ABW;North America;Aruba;31/05/2020;101;0;3;0;945.994;0;28.099;0;NA;NA;NA;NA;NA;NA;NA;NA;;38.89;106766;584.8;41.2;13.085;7.452;35.973.781;NA;NA;11.62;NA;NA;NA;NA;76.29;5
55;ABW;North America;Aruba;30/06/2020;103;2;3;0;964.727;18.733;28.099;0;NA;NA;NA;NA;NA;NA;NA;NA;;32.41;106766;584.8;41.2;13.085;7.452;35.973.781;NA;NA;11.62;NA;NA;NA;NA;76.29;6
56;ABW;North America;Aruba;31/07/2020;120;1;3;0;1.123.953;9.366;28.099;0;NA;NA;NA;NA;NA;NA;NA;NA;;32.41;106766;584.8;41.2;13.085;7.452;35.973.781;NA;NA;11.62;NA;NA;NA;NA;76.29;7
57;AUS;Oceania;Australia;31/01/2020;7;1;0;0;0.275;0.039;0;0;NA;NA;NA;NA;NA;NA;NA;NA;;8.33;25499881;3.202;37.9;15.504;10.129;44648.71;0.5;107.791;5.07;13;16.5;NA;3.84;83.44;1
58;AUS;Oceania;Australia;29/02/2020;25;2;0;0;0.98;0.078;0;0;NA;NA;NA;NA;NA;NA;NA;NA;;19.44;25499881;3.202;37.9;15.504;10.129;44648.71;0.5;107.791;5.07;13;16.5;NA;3.84;83.44;2
59;AUS;Oceania;Australia;31/03/2020;4557;464;19;3;178.707;18.196;0.745;0.118;NA;NA;NA;NA;10466;0.41;26.797;0.037;tests performed;71.3;25499881;3.202;37.9;15.504;10.129;44648.71;0.5;107.791;5.07;13;16.5;NA;3.84;83.44;3
60;AUS;Oceania;Australia;30/04/2020;6746;8;90;2;264.55;0.314;3.529;0.078;19231;563641;22.104;0.754;13855;0.543;1.054.185;0.001;tests performed;72.22;25499881;3.202;37.9;15.504;10.129;44648.71;0.5;107.791;5.07;13;16.5;NA;3.84;83.44;4
61;AUS;Oceania;Australia;31/05/2020;7185;12;102;0;281.766;0.471;4;0;26030;1454568;57.042;1.021;32825;1.287;2.908.544;0;tests performed;63.43;25499881;3.202;37.9;15.504;10.129;44648.71;0.5;107.791;5.07;13;16.5;NA;3.84;83.44;5
62;AUS;Oceania;Australia;30/06/2020;7767;81;104;0;304.59;3.176;4.078;0;40287;2455982;96.313;1.58;46166;1.81;1.102.942;0.001;tests performed;52.31;25499881;3.202;37.9;15.504;10.129;44648.71;0.5;107.791;5.07;13;16.5;NA;3.84;83.44;6
63;AUS;Oceania;Australia;31/07/2020;16303;721;189;13;639.336;28.275;7.412;0.51;NA;NA;NA;NA;65714;2.577;153.486;0.007;tests performed;NA;25499881;3.202;37.9;15.504;10.129;44648.71;0.5;107.791;5.07;13;16.5;NA;3.84;83.44;7
64;AUT;Europe;Austria;31/01/2020;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;;0;9006400;106.749;44.4;19.202;13.748;45.436.686;0.7;145.183;6.35;28.4;30.9;NA;7.37;81.54;1
65;AUT;Europe;Austria;29/02/2020;7;2;0;0;0.777;0.222;0;0;886;1649;0.183;0.098;NA;NA;NA;NA;tests performed;11.11;9006400;106.749;44.4;19.202;13.748;45.436.686;0.7;145.183;6.35;28.4;30.9;NA;7.37;81.54;2
66;AUT;Europe;Austria;31/03/2020;9618;805;108;22;1.067.907;89.381;11.991;2.443;2889;52344;5.812;0.321;3422;0.38;4.668;0.214;tests performed;85.19;9006400;106.749;44.4;19.202;13.748;45.436.686;0.7;145.183;6.35;28.4;30.9;NA;7.37;81.54;3
67;AUT;Europe;Austria;30/04/2020;15364;50;580;11;1.705.898;5.552;64.399;1.221;8645;256399;28.469;0.96;7223;0.802;114.911;0.009;tests performed;78.7;9006400;106.749;44.4;19.202;13.748;45.436.686;0.7;145.183;6.35;28.4;30.9;NA;7.37;81.54;4
68;AUT;Europe;Austria;31/05/2020;16638;44;668;0;1.847.353;4.885;74.169;0;6391;448534;49.802;0.71;6668;0.74;202.061;0.005;tests performed;50;9006400;106.749;44.4;19.202;13.748;45.436.686;0.7;145.183;6.35;28.4;30.9;NA;7.37;81.54;5
69;AUT;Europe;Austria;30/06/2020;17666;41;703;1;1.961.494;4.552;78.056;0.111;6381;612756;68.036;0.708;5755;0.639;116.431;0.009;tests performed;43.52;9006400;106.749;44.4;19.202;13.748;45.436.686;0.7;145.183;6.35;28.4;30.9;NA;7.37;81.54;6
70;AUT;Europe;Austria;31/07/2020;21009;163;718;2;2.332.675;18.098;79.721;0.222;7358;897819;99.687;0.817;9140;1.015;72.131;0.014;tests performed;NA;9006400;106.749;44.4;19.202;13.748;45.436.686;0.7;145.183;6.35;28.4;30.9;NA;7.37;81.54;7
71;AZE;Asia;Azerbaijan;31/01/2020;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;;2.78;10139175;119.309;32.4;6.018;3.871;15.847.419;NA;559.812;7.11;0.3;42.5;83.241;4.7;73;1
72;AZE;Asia;Azerbaijan;29/02/2020;1;1;0;0;0.099;0.099;0;0;NA;NA;NA;NA;NA;NA;NA;NA;;19.44;10139175;119.309;32.4;6.018;3.871;15.847.419;NA;559.812;7.11;0.3;42.5;83.241;4.7;73;2
73;AZE;Asia;Azerbaijan;31/03/2020;273;64;4;0;26.925;6.312;0.395;0;NA;NA;NA;NA;NA;NA;NA;NA;;88.89;10139175;119.309;32.4;6.018;3.871;15.847.419;NA;559.812;7.11;0.3;42.5;83.241;4.7;73;3
74;AZE;Asia;Azerbaijan;30/04/2020;1766;49;23;1;174.176;4.833;2.268;0.099;NA;NA;NA;NA;NA;NA;NA;NA;;87.96;10139175;119.309;32.4;6.018;3.871;15.847.419;NA;559.812;7.11;0.3;42.5;83.241;4.7;73;4
75;AZE;Asia;Azerbaijan;31/05/2020;5246;257;61;3;517.399;25.347;6.016;0.296;NA;NA;NA;NA;NA;NA;NA;NA;;77.78;10139175;119.309;32.4;6.018;3.871;15.847.419;NA;559.812;7.11;0.3;42.5;83.241;4.7;73;5
76;AZE;Asia;Azerbaijan;30/06/2020;16968;544;206;8;1.673.509;53.653;20.317;0.789;NA;NA;NA;NA;NA;NA;NA;NA;;96.3;10139175;119.309;32.4;6.018;3.871;15.847.419;NA;559.812;7.11;0.3;42.5;83.241;4.7;73;6
77;AZE;Asia;Azerbaijan;31/07/2020;31560;339;441;3;3.112.679;33.435;43.495;0.296;NA;NA;NA;NA;NA;NA;NA;NA;;NA;10139175;119.309;32.4;6.018;3.871;15.847.419;NA;559.812;7.11;0.3;42.5;83.241;4.7;73;7
78;BHS;North America;Bahamas;31/03/2020;14;0;0;0;35.601;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;;NA;393248;39.497;34.3;8.996;5.2;27.717.847;NA;235.954;13.17;3.1;20.4;NA;2.9;73.92;3
79;BHS;North America;Bahamas;30/04/2020;80;0;11;0;203.434;0;27.972;0;NA;NA;NA;NA;NA;NA;NA;NA;;NA;393248;39.497;34.3;8.996;5.2;27.717.847;NA;235.954;13.17;3.1;20.4;NA;2.9;73.92;4
80;BHS;North America;Bahamas;31/05/2020;102;0;11;0;259.378;0;27.972;0;NA;NA;NA;NA;NA;NA;NA;NA;;NA;393248;39.497;34.3;8.996;5.2;27.717.847;NA;235.954;13.17;3.1;20.4;NA;2.9;73.92;5
81;BHS;North America;Bahamas;30/06/2020;104;0;11;0;264.464;0;27.972;0;NA;NA;NA;NA;NA;NA;NA;NA;;NA;393248;39.497;34.3;8.996;5.2;27.717.847;NA;235.954;13.17;3.1;20.4;NA;2.9;73.92;6
82;BHS;North America;Bahamas;31/07/2020;508;24;14;3;1.291.806;61.03;35.601;7.629;NA;NA;NA;NA;NA;NA;NA;NA;;NA;393248;39.497;34.3;8.996;5.2;27.717.847;NA;235.954;13.17;3.1;20.4;NA;2.9;73.92;7
83;BHR;Asia;Bahrain;31/01/2020;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;;11.11;1701583;1.935.907;32.4;2.372;1.387;43.290.705;NA;151.689;16.52;5.8;37.6;NA;2;77.29;1
84;BHR;Asia;Bahrain;29/02/2020;38;5;0;0;22.332;2.938;0;0;NA;NA;NA;NA;NA;NA;NA;NA;;30.56;1701583;1.935.907;32.4;2.372;1.387;43.290.705;NA;151.689;16.52;5.8;37.6;NA;2;77.29;2
85;BHR;Asia;Bahrain;31/03/2020;515;15;4;0;302.659;8.815;2.351;0;NA;NA;NA;NA;1046;0.615;41.602;0.024;units unclear;78.7;1701583;1.935.907;32.4;2.372;1.387;43.290.705;NA;151.689;16.52;5.8;37.6;NA;2;77.29;3
86;BHR;Asia;Bahrain;30/04/2020;2921;110;8;0;1.716.637;64.646;4.702;0;2789;129694;76.22;1.639;4238;2.491;32.457;0.031;units unclear;75;1701583;1.935.907;32.4;2.372;1.387;43.290.705;NA;151.689;16.52;5.8;37.6;NA;2;77.29;4
87;BHR;Asia;Bahrain;31/05/2020;10793;344;17;2;6.342.917;202.165;9.991;1.175;7234;316807;186.184;4.251;5086;2.989;17.881;0.056;units unclear;75;1701583;1.935.907;32.4;2.372;1.387;43.290.705;NA;151.689;16.52;5.8;37.6;NA;2;77.29;5
88;BHR;Asia;Bahrain;30/06/2020;26239;534;84;1;15.420.347;313.825;49.366;0.588;8609;545125;320.363;5.059;7893;4.639;14.418;0.069;units unclear;75;1701583;1.935.907;32.4;2.372;1.387;43.290.705;NA;151.689;16.52;5.8;37.6;NA;2;77.29;6
89;BHR;Asia;Bahrain;31/07/2020;40755;444;146;2;23.951.227;260.933;85.802;1.175;4326;830998;488.368;2.542;8656;5.087;21.962;0.046;units unclear;69.44;1701583;1.935.907;32.4;2.372;1.387;43.290.705;NA;151.689;16.52;5.8;37.6;NA;2;77.29;7
90;BGD;Asia;Bangladesh;31/03/2020;49;0;5;0;0.298;0;0.03;0;264;1602;0.01;0.002;127;0.001;55.562;0.018;samples tested;87.04;164689383;1.265.036;27.5;5.098;3.262;3.523.984;14.8;298.003;8.38;1;44.7;34.808;0.8;72.59;3
91;BGD;Asia;Bangladesh;30/04/2020;7103;641;163;8;43.13;3.892;0.99;0.049;4965;64666;0.393;0.03;4082;0.025;8.578;0.117;samples tested;93.52;164689383;1.265.036;27.5;5.098;3.262;3.523.984;14.8;298.003;8.38;1;44.7;34.808;0.8;72.59;4
92;BGD;Asia;Bangladesh;31/05/2020;44608;1764;610;28;270.861;10.711;3.704;0.17;11876;308930;1.876;0.072;9335;0.057;5.215;0.192;samples tested;62.96;164689383;1.265.036;27.5;5.098;3.262;3.523.984;14.8;298.003;8.38;1;44.7;34.808;0.8;72.59;5
93;BGD;Asia;Bangladesh;30/06/2020;141801;4014;1783;45;861.021;24.373;10.826;0.273;18426;769460;4.672;0.112;17493;0.106;4.707;0.212;samples tested;74.54;164689383;1.265.036;27.5;5.098;3.262;3.523.984;14.8;298.003;8.38;1;44.7;34.808;0.8;72.59;6
94;BGD;Asia;Bangladesh;31/07/2020;234889;2695;3083;48;1.426.255;16.364;18.72;0.291;NA;NA;NA;NA;NA;NA;NA;NA;;NA;164689383;1.265.036;27.5;5.098;3.262;3.523.984;14.8;298.003;8.38;1;44.7;34.808;0.8;72.59;7
95;BRB;North America;Barbados;31/03/2020;34;1;0;0;118.314;3.48;0;0;NA;NA;NA;NA;NA;NA;NA;NA;;73.15;287371;664.463;39.8;14.952;9.473;16.978.068;NA;170.05;13.57;1.9;14.5;88.469;5.8;79.19;3
96;BRB;North America;Barbados;30/04/2020;80;0;7;1;278.386;0;24.359;3.48;NA;NA;NA;NA;NA;NA;NA;NA;;88.89;287371;664.463;39.8;14.952;9.473;16.978.068;NA;170.05;13.57;1.9;14.5;88.469;5.8;79.19;4
97;BRB;North America;Barbados;31/05/2020;92;0;7;0;320.144;0;24.359;0;NA;NA;NA;NA;NA;NA;NA;NA;;81.48;287371;664.463;39.8;14.952;9.473;16.978.068;NA;170.05;13.57;1.9;14.5;88.469;5.8;79.19;5
98;BRB;North America;Barbados;30/06/2020;97;0;7;0;337.543;0;24.359;0;NA;NA;NA;NA;NA;NA;NA;NA;;66.67;287371;664.463;39.8;14.952;9.473;16.978.068;NA;170.05;13.57;1.9;14.5;88.469;5.8;79.19;6
99;BRB;North America;Barbados;31/07/2020;110;0;7;0;382.78;0;24.359;0;NA;NA;NA;NA;NA;NA;NA;NA;;NA;287371;664.463;39.8;14.952;9.473;16.978.068;NA;170.05;13.57;1.9;14.5;88.469;5.8;79.19;7
100;BLR;Europe;Belarus;31/01/2020;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;;0;9449321;46.858;40.3;14.799;9.788;17.167.967;NA;443.129;5.18;10.5;46.1;NA;11;74.79;1
101;BLR;Europe;Belarus;29/02/2020;1;0;0;0;0.106;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;;0;9449321;46.858;40.3;14.799;9.788;17.167.967;NA;443.129;5.18;10.5;46.1;NA;11;74.79;2
102;BLR;Europe;Belarus;31/03/2020;105;11;0;0;11.112;1.164;0;0;1000;31000;3.281;0.106;1086;0.115;316.75;0.003;tests performed;8.33;9449321;46.858;40.3;14.799;9.788;17.167.967;NA;443.129;5.18;10.5;46.1;NA;11;74.79;3
103;BLR;Europe;Belarus;30/04/2020;13181;973;84;5;1.394.915;102.97;8.89;0.529;7639;176625;18.692;0.808;7726;0.818;9.166;0.109;tests performed;13.89;9449321;46.858;40.3;14.799;9.788;17.167.967;NA;443.129;5.18;10.5;46.1;NA;11;74.79;4
104;BLR;Europe;Belarus;31/05/2020;41658;894;229;5;4.408.571;94.61;24.235;0.529;14534;541093;57.263;1.538;13183;1.395;14.387;0.07;tests performed;13.89;9449321;46.858;40.3;14.799;9.788;17.167.967;NA;443.129;5.18;10.5;46.1;NA;11;74.79;5
105;BLR;Europe;Belarus;30/06/2020;61790;315;387;4;6.539.094;33.336;40.955;0.423;NA;NA;NA;NA;16529;1.749;41.815;0.024;tests performed;13.89;9449321;46.858;40.3;14.799;9.788;17.167.967;NA;443.129;5.18;10.5;46.1;NA;11;74.79;6
106;BLR;Europe;Belarus;31/07/2020;67665;147;553;5;7.160.832;15.557;58.523;0.529;10842;1299428;137.515;1.147;9821;1.039;70.365;0.014;tests performed;11.11;9449321;46.858;40.3;14.799;9.788;17.167.967;NA;443.129;5.18;10.5;46.1;NA;11;74.79;7
107;BEL;Europe;Belgium;31/01/2020;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;;11.11;11589616;375.564;41.8;18.571;12.849;42.658.576;0.2;114.898;4.29;25.1;31.4;NA;5.64;81.63;1
108;BEL;Europe;Belgium;29/02/2020;1;0;0;0;0.086;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;;11.11;11589616;375.564;41.8;18.571;12.849;42.658.576;0.2;114.898;4.29;25.1;31.4;NA;5.64;81.63;2
