;iso_code;continent;location;date;total_cases;new_cases;total_deaths;new_deaths;total_cases_per_million;new_cases_per_million;total_deaths_per_million;new_deaths_per_million;new_tests;total_tests;total_tests_per_thousand;new_tests_per_thousand;new_tests_smoothed;new_tests_smoothed_per_thousand;tests_per_case;positive_rate;tests_units;stringency_index;population;population_density;median_age;aged_65_older;aged_70_older;gdp_per_capita;extreme_poverty;cardiovasc_death_rate;diabetes_prevalence;female_smokers;male_smokers;handwashing_facilities;hospital_beds_per_thousand;life_expectancy;mes
249;CRI;North America;Costa Rica;31/05/2020;1047;25;10;0;205.531;4.908;1.963;0;515;19236;3.776;0.101;404;0.079;21.922;0.046;people tested;72.22;5094114;96.079;33.6;9.468;5.694;15.524.995;1.3;137.973;8.78;6.4;17.4;83.841;1.13;80.28;5
250;CRI;North America;Costa Rica;30/06/2020;3269;139;15;0;641.721;27.286;2.945;0;594;32608;6.401;0.117;704;0.138;4.968;0.201;people tested;73.61;5094114;96.079;33.6;9.468;5.694;15.524.995;1.3;137.973;8.78;6.4;17.4;83.841;1.13;80.28;6
251;CRI;North America;Costa Rica;31/07/2020;17290;490;140;7;3.394.113;96.189;27.483;1.374;1744;76728;15.062;0.342;1693;0.332;2.848;0.351;people tested;NA;5094114;96.079;33.6;9.468;5.694;15.524.995;1.3;137.973;8.78;6.4;17.4;83.841;1.13;80.28;7
252;CIV;Africa;Cote d'Ivoire;31/03/2020;168;3;1;0;6.369;0.114;0.038;0;NA;NA;NA;NA;NA;NA;NA;NA;;80.56;26378275;76.399;18.7;2.933;1.582;3.601.006;28.2;303.74;2.42;NA;NA;19.351;NA;57.78;3
253;CIV;Africa;Cote d'Ivoire;30/04/2020;1238;55;14;0;46.933;2.085;0.531;0;385;9657;0.366;0.015;402;0.015;9.839;0.102;samples tested;80.56;26378275;76.399;18.7;2.933;1.582;3.601.006;28.2;303.74;2.42;NA;NA;19.351;NA;57.78;4
254;CIV;Africa;Cote d'Ivoire;31/05/2020;2799;49;33;1;106.11;1.858;1.251;0.038;134;27039;1.025;0.005;514;0.019;8.309;0.12;samples tested;59.26;26378275;76.399;18.7;2.933;1.582;3.601.006;28.2;303.74;2.42;NA;NA;19.351;NA;57.78;5
255;CIV;Africa;Cote d'Ivoire;30/06/2020;9214;270;66;0;349.303;10.236;2.502;0;2012;55950;2.121;0.076;1236;0.047;5.024;0.199;samples tested;60.65;26378275;76.399;18.7;2.933;1.582;3.601.006;28.2;303.74;2.42;NA;NA;19.351;NA;57.78;6
256;CIV;Africa;Cote d'Ivoire;31/07/2020;15978;165;100;1;605.726;6.255;3.791;0.038;951;100685;3.817;0.036;1290;0.049;9.243;0.108;samples tested;26.39;26378275;76.399;18.7;2.933;1.582;3.601.006;28.2;303.74;2.42;NA;NA;19.351;NA;57.78;7
257;HRV;Europe;Croatia;31/01/2020;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;;11.11;4105268;73.726;44;19.724;13.053;22.669.797;0.7;253.782;5.59;34.3;39.9;NA;5.54;78.49;1
258;HRV;Europe;Croatia;29/02/2020;5;2;0;0;1.218;0.487;0;0;NA;NA;NA;NA;NA;NA;NA;NA;;13.89;4105268;73.726;44;19.724;13.053;22.669.797;0.7;253.782;5.59;34.3;39.9;NA;5.54;78.49;2
259;HRV;Europe;Croatia;31/03/2020;790;77;6;0;192.436;18.756;1.462;0;611;7015;1.709;0.149;551;0.134;7.969;0.125;people tested;96.3;4105268;73.726;44;19.724;13.053;22.669.797;0.7;253.782;5.59;34.3;39.9;NA;5.54;78.49;3
260;HRV;Europe;Croatia;30/04/2020;2062;15;67;4;502.281;3.654;16.32;0.974;2441;36917;8.993;0.595;1152;0.281;72;0.014;people tested;89.81;4105268;73.726;44;19.724;13.053;22.669.797;0.7;253.782;5.59;34.3;39.9;NA;5.54;78.49;4
261;HRV;Europe;Croatia;31/05/2020;2246;1;103;0;547.102;0.244;25.09;0;261;66405;16.176;0.064;703;0.171;1.640.333;0.001;people tested;50.93;4105268;73.726;44;19.724;13.053;22.669.797;0.7;253.782;5.59;34.3;39.9;NA;5.54;78.49;5
262;HRV;Europe;Croatia;30/06/2020;2725;34;107;0;663.781;8.282;26.064;0;921;79104;19.269;0.224;859;0.209;15.458;0.065;people tested;32.41;4105268;73.726;44;19.724;13.053;22.669.797;0.7;253.782;5.59;34.3;39.9;NA;5.54;78.49;6
263;HRV;Europe;Croatia;31/07/2020;5071;78;144;3;1.235.242;19;35.077;0.731;1785;118955;28.976;0.435;1371;0.334;21.961;0.046;people tested;24.07;4105268;73.726;44;19.724;13.053;22.669.797;0.7;253.782;5.59;34.3;39.9;NA;5.54;78.49;7
264;CUB;North America;Cuba;31/03/2020;170;31;4;1;15.009;2.737;0.353;0.088;444;2766;0.244;0.039;290;0.026;15.615;0.064;tests performed;66.67;11326616;110.408;43.1;14.738;9.719;NA;NA;190.968;8.27;17.1;53.3;85.198;5.2;78.8;3
265;CUB;North America;Cuba;30/04/2020;1467;30;58;0;129.518;2.649;5.121;0;2062;49409;4.362;0.182;1896;0.167;47.741;0.021;tests performed;83.33;11326616;110.408;43.1;14.738;9.719;NA;NA;190.968;8.27;17.1;53.3;85.198;5.2;78.8;4
266;CUB;North America;Cuba;31/05/2020;2025;20;83;1;178.782;1.766;7.328;0.088;1763;107037;9.45;0.156;1647;0.145;122.649;0.008;tests performed;100;11326616;110.408;43.1;14.738;9.719;NA;NA;190.968;8.27;17.1;53.3;85.198;5.2;78.8;5
267;CUB;North America;Cuba;30/06/2020;2340;8;86;0;206.593;0.706;7.593;0;2272;173063;15.279;0.201;2239;0.198;626.92;0.002;tests performed;86.11;11326616;110.408;43.1;14.738;9.719;NA;NA;190.968;8.27;17.1;53.3;85.198;5.2;78.8;6
268;CUB;North America;Cuba;31/07/2020;2597;9;87;0;229.283;0.795;7.681;0;3502;267649;23.63;0.309;3376;0.298;180.397;0.006;tests performed;NA;11326616;110.408;43.1;14.738;9.719;NA;NA;190.968;8.27;17.1;53.3;85.198;5.2;78.8;7
269;CUW;North America;Curacao;30/04/2020;16;0;1;0;97.502;0;6.094;0;NA;NA;NA;NA;NA;NA;NA;NA;;NA;164100;362.644;41.7;16.367;10.068;NA;NA;NA;11.62;NA;NA;NA;NA;78.88;4
270;CUW;North America;Curacao;31/05/2020;19;0;1;0;115.783;0;6.094;0;NA;NA;NA;NA;NA;NA;NA;NA;;NA;164100;362.644;41.7;16.367;10.068;NA;NA;NA;11.62;NA;NA;NA;NA;78.88;5
271;CUW;North America;Curacao;30/06/2020;24;0;1;0;146.252;0;6.094;0;NA;NA;NA;NA;NA;NA;NA;NA;;NA;164100;362.644;41.7;16.367;10.068;NA;NA;NA;11.62;NA;NA;NA;NA;78.88;6
272;CUW;North America;Curacao;31/07/2020;29;0;1;0;176.722;0;6.094;0;NA;NA;NA;NA;NA;NA;NA;NA;;NA;164100;362.644;41.7;16.367;10.068;NA;NA;NA;11.62;NA;NA;NA;NA;78.88;7
273;CYP;Europe;Cyprus;31/03/2020;230;16;7;1;262.587;18.267;7.992;1.142;NA;NA;NA;NA;NA;NA;NA;NA;;92.59;875899;127.657;37.3;13.416;8.563;32.415.132;NA;141.171;9.24;19.6;52.7;NA;3.4;80.98;3
274;CYP;Europe;Cyprus;30/04/2020;843;6;15;0;962.44;6.85;17.125;0;NA;NA;NA;NA;NA;NA;NA;NA;;94.44;875899;127.657;37.3;13.416;8.563;32.415.132;NA;141.171;9.24;19.6;52.7;NA;3.4;80.98;4
275;CYP;Europe;Cyprus;31/05/2020;943;2;17;0;1.076.608;2.283;19.409;0;NA;NA;NA;NA;NA;NA;NA;NA;;76.85;875899;127.657;37.3;13.416;8.563;32.415.132;NA;141.171;9.24;19.6;52.7;NA;3.4;80.98;5
276;CYP;Europe;Cyprus;30/06/2020;996;2;19;0;1.137.117;2.283;21.692;0;NA;NA;NA;NA;NA;NA;NA;NA;;52.78;875899;127.657;37.3;13.416;8.563;32.415.132;NA;141.171;9.24;19.6;52.7;NA;3.4;80.98;6
277;CYP;Europe;Cyprus;31/07/2020;1084;4;19;0;1.237.586;4.567;21.692;0;NA;NA;NA;NA;NA;NA;NA;NA;;52.78;875899;127.657;37.3;13.416;8.563;32.415.132;NA;141.171;9.24;19.6;52.7;NA;3.4;80.98;7
278;CZE;Europe;Czech Republic;31/01/2020;0;0;0;0;0;0;0;0;3;37;0.003;0;NA;NA;NA;NA;tests performed;16.67;10708982;137.176;43.3;19.027;11.58;32.605.906;NA;227.485;6.82;30.5;38.3;NA;6.63;79.38;1
279;CZE;Europe;Czech Republic;29/02/2020;0;0;0;0;0;0;0;0;7;200;0.019;0.001;17;0.002;NA;0;tests performed;19.44;10708982;137.176;43.3;19.027;11.58;32.605.906;NA;227.485;6.82;30.5;38.3;NA;6.63;79.38;2
280;CZE;Europe;Czech Republic;31/03/2020;3002;173;24;8;280.325;16.155;2.241;0.747;6661;55988;5.228;0.622;4713;0.44;18.681;0.054;tests performed;82.41;10708982;137.176;43.3;19.027;11.58;32.605.906;NA;227.485;6.82;30.5;38.3;NA;6.63;79.38;3
281;CZE;Europe;Czech Republic;30/04/2020;7579;75;227;0;707.724;7.003;21.197;0;7396;253871;23.706;0.691;6596;0.616;104.226;0.01;tests performed;57.41;10708982;137.176;43.3;19.027;11.58;32.605.906;NA;227.485;6.82;30.5;38.3;NA;6.63;79.38;4
282;CZE;Europe;Czech Republic;31/05/2020;9230;34;319;0;861.893;3.175;29.788;0;2141;443635;41.426;0.2;5630;0.526;115.912;0.009;tests performed;45.37;10708982;137.176;43.3;19.027;11.58;32.605.906;NA;227.485;6.82;30.5;38.3;NA;6.63;79.38;5
283;CZE;Europe;Czech Republic;30/06/2020;11805;202;348;0;1.102.346;18.863;32.496;0;4412;556089;51.927;0.412;3820;0.357;21.495;0.047;tests performed;37.5;10708982;137.176;43.3;19.027;11.58;32.605.906;NA;227.485;6.82;30.5;38.3;NA;6.63;79.38;6
284;CZE;Europe;Czech Republic;31/07/2020;16342;249;379;5;1.526.009;23.252;35.391;0.467;8110;699239;65.295;0.757;6050;0.565;27.464;0.036;tests performed;36.11;10708982;137.176;43.3;19.027;11.58;32.605.906;NA;227.485;6.82;30.5;38.3;NA;6.63;79.38;7
285;COD;Africa;Democratic Republic of Congo;31/03/2020;98;17;8;0;1.094;0.19;0.089;0;NA;NA;NA;NA;NA;NA;NA;NA;;77.78;89561404;35.879;17;3.02;1.745;808.133;77.1;318.949;6.1;NA;NA;4.472;NA;60.68;3
286;COD;Africa;Democratic Republic of Congo;30/04/2020;500;9;31;1;5.583;0.1;0.346;0.011;NA;NA;NA;NA;NA;NA;NA;NA;samples tested;80.56;89561404;35.879;17;3.02;1.745;808.133;77.1;318.949;6.1;NA;NA;4.472;NA;60.68;4
287;COD;Africa;Democratic Republic of Congo;31/05/2020;2966;133;69;0;33.117;1.485;0.77;0;NA;NA;NA;NA;NA;NA;NA;NA;samples tested;80.56;89561404;35.879;17;3.02;1.745;808.133;77.1;318.949;6.1;NA;NA;4.472;NA;60.68;5
288;COD;Africa;Democratic Republic of Congo;30/06/2020;6939;113;167;10;77.478;1.262;1.865;0.112;686;NA;NA;0.008;830;0.009;5.73;0.175;samples tested;80.56;89561404;35.879;17;3.02;1.745;808.133;77.1;318.949;6.1;NA;NA;4.472;NA;60.68;6
289;COD;Africa;Democratic Republic of Congo;31/07/2020;9010;79;214;1;100.601;0.882;2.389;0.011;417;NA;NA;0.005;387;0.004;9.309;0.107;samples tested;57.41;89561404;35.879;17;3.02;1.745;808.133;77.1;318.949;6.1;NA;NA;4.472;NA;60.68;7
290;DNK;Europe;Denmark;31/01/2020;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;tests performed;0;5792203;136.52;42.3;19.677;12.325;46.682.515;0.2;114.767;6.41;19.3;18.8;NA;2.5;80.9;1
291;DNK;Europe;Denmark;29/02/2020;2;1;0;0;0.345;0.173;0;0;74;308;0.053;0.013;41;0.007;143.5;0.007;tests performed;11.11;5792203;136.52;42.3;19.677;12.325;46.682.515;0.2;114.767;6.41;19.3;18.8;NA;2.5;80.9;2
292;DNK;Europe;Denmark;31/03/2020;2577;182;77;5;444.908;31.422;13.294;0.863;3210;29928;5.167;0.554;2030;0.35;12.722;0.079;tests performed;72.22;5792203;136.52;42.3;19.677;12.325;46.682.515;0.2;114.767;6.41;19.3;18.8;NA;2.5;80.9;3
293;DNK;Europe;Denmark;30/04/2020;9008;157;443;9;1.555.194;27.105;76.482;1.554;15951;251684;43.452;2.754;14746;2.546;94.181;0.011;tests performed;68.52;5792203;136.52;42.3;19.677;12.325;46.682.515;0.2;114.767;6.41;19.3;18.8;NA;2.5;80.9;4
294;DNK;Europe;Denmark;31/05/2020;11633;40;571;3;2008.39;6.906;98.581;0.518;7636;629985;108.764;1.318;12689;2.191;258.206;0.004;tests performed;62.96;5792203;136.52;42.3;19.677;12.325;46.682.515;0.2;114.767;6.41;19.3;18.8;NA;2.5;80.9;5
295;DNK;Europe;Denmark;30/06/2020;12751;76;605;1;2.201.408;13.121;104.451;0.173;17885;1064722;183.82;3.088;15471;2.671;483.469;0.002;tests performed;62.96;5792203;136.52;42.3;19.677;12.325;46.682.515;0.2;114.767;6.41;19.3;18.8;NA;2.5;80.9;6
296;DNK;Europe;Denmark;31/07/2020;13725;91;615;1;2.369.565;15.711;106.177;0.173;19703;1540695;265.995;3.402;18004;3.108;376.203;0.003;tests performed;60.19;5792203;136.52;42.3;19.677;12.325;46.682.515;0.2;114.767;6.41;19.3;18.8;NA;2.5;80.9;7
297;DJI;Africa;Djibouti;31/03/2020;26;7;0;0;26.316;7.085;0;0;NA;NA;NA;NA;NA;NA;NA;NA;;94.44;988002;41.285;25.4;4.213;2.38;2.705.406;22.5;258.037;6.05;1.7;24.5;NA;1.4;67.11;3
298;DJI;Africa;Djibouti;30/04/2020;1077;5;2;0;1.090.079;5.061;2.024;0;NA;NA;NA;NA;NA;NA;NA;NA;;100;988002;41.285;25.4;4.213;2.38;2.705.406;22.5;258.037;6.05;1.7;24.5;NA;1.4;67.11;4
299;DJI;Africa;Djibouti;31/05/2020;3194;280;22;2;3.232.787;283.4;22.267;2.024;NA;NA;NA;NA;NA;NA;NA;NA;;50.93;988002;41.285;25.4;4.213;2.38;2.705.406;22.5;258.037;6.05;1.7;24.5;NA;1.4;67.11;5
300;DJI;Africa;Djibouti;30/06/2020;4656;13;53;1;4.712.541;13.158;53.644;1.012;NA;NA;NA;NA;NA;NA;NA;NA;;50.93;988002;41.285;25.4;4.213;2.38;2.705.406;22.5;258.037;6.05;1.7;24.5;NA;1.4;67.11;6
301;DJI;Africa;Djibouti;31/07/2020;5081;0;58;0;5.142.702;0;58.704;0;NA;NA;NA;NA;NA;NA;NA;NA;;NA;988002;41.285;25.4;4.213;2.38;2.705.406;22.5;258.037;6.05;1.7;24.5;NA;1.4;67.11;7
302;DMA;North America;Dominica;31/03/2020;11;0;0;0;152.797;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;;30.56;71991;98.567;NA;NA;NA;9.673.367;NA;227.376;11.62;NA;NA;NA;3.8;75;3
303;DMA;North America;Dominica;30/04/2020;16;0;0;0;222.25;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;;85.19;71991;98.567;NA;NA;NA;9.673.367;NA;227.376;11.62;NA;NA;NA;3.8;75;4
304;DMA;North America;Dominica;31/05/2020;16;0;0;0;222.25;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;;74.07;71991;98.567;NA;NA;NA;9.673.367;NA;227.376;11.62;NA;NA;NA;3.8;75;5
305;DMA;North America;Dominica;30/06/2020;18;0;0;0;250.031;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;;44.44;71991;98.567;NA;NA;NA;9.673.367;NA;227.376;11.62;NA;NA;NA;3.8;75;6
306;DMA;North America;Dominica;31/07/2020;18;0;0;0;250.031;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;;36.11;71991;98.567;NA;NA;NA;9.673.367;NA;227.376;11.62;NA;NA;NA;3.8;75;7
307;DOM;North America;Dominican Republic;31/01/2020;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;;0;10847904;222.873;27.6;6.981;4.419;14.600.861;1.6;266.653;8.2;8.5;19.1;55.182;1.6;74.08;1
308;DOM;North America;Dominican Republic;29/02/2020;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;;0;10847904;222.873;27.6;6.981;4.419;14.600.861;1.6;266.653;8.2;8.5;19.1;55.182;1.6;74.08;2
309;DOM;North America;Dominican Republic;31/03/2020;901;42;42;3;83.058;3.872;3.872;0.277;NA;NA;NA;NA;NA;NA;NA;NA;;89.81;10847904;222.873;27.6;6.981;4.419;14.600.861;1.6;266.653;8.2;8.5;19.1;55.182;1.6;74.08;3
310;DOM;North America;Dominican Republic;30/04/2020;6652;236;293;7;613.206;21.755;27.01;0.645;NA;NA;NA;NA;NA;NA;NA;NA;;97.22;10847904;222.873;27.6;6.981;4.419;14.600.861;1.6;266.653;8.2;8.5;19.1;55.182;1.6;74.08;4
311;DOM;North America;Dominican Republic;31/05/2020;16908;377;498;10;1.558.642;34.753;45.907;0.922;NA;NA;NA;NA;NA;NA;NA;NA;;84.26;10847904;222.873;27.6;6.981;4.419;14.600.861;1.6;266.653;8.2;8.5;19.1;55.182;1.6;74.08;5
312;DOM;North America;Dominican Republic;30/06/2020;31816;443;733;7;2.932.917;40.837;67.571;0.645;NA;NA;NA;NA;NA;NA;NA;NA;;80.56;10847904;222.873;27.6;6.981;4.419;14.600.861;1.6;266.653;8.2;8.5;19.1;55.182;1.6;74.08;6
313;DOM;North America;Dominican Republic;31/07/2020;67915;1733;1146;23;6.260.656;159.754;105.643;2.12;NA;NA;NA;NA;NA;NA;NA;NA;;NA;10847904;222.873;27.6;6.981;4.419;14.600.861;1.6;266.653;8.2;8.5;19.1;55.182;1.6;74.08;7
314;ECU;South America;Ecuador;31/01/2020;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;;5.56;17643060;66.939;28.1;7.104;4.458;10.581.936;3.6;140.448;5.55;2;12.3;80.635;1.5;77.01;1
315;ECU;South America;Ecuador;29/02/2020;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;;5.56;17643060;66.939;28.1;7.104;4.458;10.581.936;3.6;140.448;5.55;2;12.3;80.635;1.5;77.01;2
316;ECU;South America;Ecuador;31/03/2020;1966;76;62;4;111.432;4.308;3.514;0.227;609;4828;0.274;0.035;360;0.02;NA;NA;units unclear;93.52;17643060;66.939;28.1;7.104;4.458;10.581.936;3.6;140.448;5.55;2;12.3;80.635;1.5;77.01;3
317;ECU;South America;Ecuador;30/04/2020;24675;417;883;12;1.398.567;23.635;50.048;0.68;663;34347;1.947;0.038;1566;0.089;NA;NA;units unclear;93.52;17643060;66.939;28.1;7.104;4.458;10.581.936;3.6;140.448;5.55;2;12.3;80.635;1.5;77.01;4
318;ECU;South America;Ecuador;31/05/2020;38571;0;3334;0;2.186.185;0;188.969;0;757;68988;3.91;0.043;1009;0.057;NA;NA;units unclear;86.11;17643060;66.939;28.1;7.104;4.458;10.581.936;3.6;140.448;5.55;2;12.3;80.635;1.5;77.01;5
319;ECU;South America;Ecuador;30/06/2020;55665;410;4502;73;3.155.065;23.239;255.171;4.138;2065;114910;6.513;0.117;1722;0.098;NA;NA;units unclear;82.41;17643060;66.939;28.1;7.104;4.458;10.581.936;3.6;140.448;5.55;2;12.3;80.635;1.5;77.01;6
320;ECU;South America;Ecuador;31/07/2020;84370;1177;5657;34;4782.05;66.712;320.636;1.927;2501;181594;10.293;0.142;2269;0.129;NA;NA;units unclear;81.02;17643060;66.939;28.1;7.104;4.458;10.581.936;3.6;140.448;5.55;2;12.3;80.635;1.5;77.01;7
321;EGY;Africa;Egypt;31/01/2020;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;;0;102334403;97.999;25.3;5.159;2.891;10.550.206;1.3;525.432;17.31;0.2;50.1;89.827;1.6;71.99;1
322;EGY;Africa;Egypt;29/02/2020;1;0;0;0;0.01;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;;0;102334403;97.999;25.3;5.159;2.891;10.550.206;1.3;525.432;17.31;0.2;50.1;89.827;1.6;71.99;2
323;EGY;Africa;Egypt;31/03/2020;609;33;40;4;5.951;0.322;0.391;0.039;NA;NA;NA;NA;NA;NA;NA;NA;;84.26;102334403;97.999;25.3;5.159;2.891;10.550.206;1.3;525.432;17.31;0.2;50.1;89.827;1.6;71.99;3
324;EGY;Africa;Egypt;30/04/2020;5268;226;380;21;51.478;2.208;3.713;0.205;NA;NA;NA;NA;NA;NA;NA;NA;;84.26;102334403;97.999;25.3;5.159;2.891;10.550.206;1.3;525.432;17.31;0.2;50.1;89.827;1.6;71.99;4
325;EGY;Africa;Egypt;31/05/2020;23449;1367;913;34;229.141;13.358;8.922;0.332;NA;NA;NA;NA;NA;NA;NA;NA;;84.26;102334403;97.999;25.3;5.159;2.891;10.550.206;1.3;525.432;17.31;0.2;50.1;89.827;1.6;71.99;5
326;EGY;Africa;Egypt;30/06/2020;66754;1566;2872;83;652.312;15.303;28.065;0.811;NA;NA;NA;NA;NA;NA;NA;NA;;71.3;102334403;97.999;25.3;5.159;2.891;10.550.206;1.3;525.432;17.31;0.2;50.1;89.827;1.6;71.99;6
327;EGY;Africa;Egypt;31/07/2020;93757;401;4774;46;916.183;3.919;46.651;0.45;NA;NA;NA;NA;NA;NA;NA;NA;;60.19;102334403;97.999;25.3;5.159;2.891;10.550.206;1.3;525.432;17.31;0.2;50.1;89.827;1.6;71.99;7
328;SLV;North America;El Salvador;31/03/2020;32;2;0;0;4.934;0.308;0;0;NA;NA;NA;NA;NA;NA;NA;NA;;88.89;6486201;307.811;27.6;8.273;5.417;7.292.458;2.2;167.295;8.87;2.5;18.8;90.65;1.3;73.32;3
329;SLV;North America;El Salvador;30/04/2020;377;32;9;0;58.123;4.934;1.388;0;1435;25492;3.93;0.221;1296;0.2;64.8;0.015;tests performed;94.44;6486201;307.811;27.6;8.273;5.417;7.292.458;2.2;167.295;8.87;2.5;18.8;90.65;1.3;73.32;4
330;SLV;North America;El Salvador;31/05/2020;2517;239;46;3;388.055;36.847;7.092;0.463;2479;91837;14.159;0.382;2384;0.368;23.908;0.042;tests performed;100;6486201;307.811;27.6;8.273;5.417;7.292.458;2.2;167.295;8.87;2.5;18.8;90.65;1.3;73.32;5
331;SLV;North America;El Salvador;30/06/2020;6173;239;164;0;951.713;36.847;25.284;0;2450;165161;25.463;0.378;2484;0.383;12.738;0.079;tests performed;89.81;6486201;307.811;27.6;8.273;5.417;7.292.458;2.2;167.295;8.87;2.5;18.8;90.65;1.3;73.32;6
332;SLV;North America;El Salvador;31/07/2020;16230;389;439;9;2.502.235;59.973;67.682;1.388;NA;NA;NA;NA;NA;NA;NA;NA;;NA;6486201;307.811;27.6;8.273;5.417;7.292.458;2.2;167.295;8.87;2.5;18.8;90.65;1.3;73.32;7
333;GNQ;Africa;Equatorial Guinea;31/03/2020;14;0;0;0;9.979;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;;NA;1402985;45.194;22.4;2.846;1.752;22.604.873;NA;202.812;7.78;NA;NA;24.64;2.1;58.74;3
334;GNQ;Africa;Equatorial Guinea;30/04/2020;315;0;1;0;224.521;0;0.713;0;NA;NA;NA;NA;NA;NA;NA;NA;;NA;1402985;45.194;22.4;2.846;1.752;22.604.873;NA;202.812;7.78;NA;NA;24.64;2.1;58.74;4
335;GNQ;Africa;Equatorial Guinea;31/05/2020;1306;263;12;0;930.872;187.457;8.553;0;NA;NA;NA;NA;NA;NA;NA;NA;;NA;1402985;45.194;22.4;2.846;1.752;22.604.873;NA;202.812;7.78;NA;NA;24.64;2.1;58.74;5
336;GNQ;Africa;Equatorial Guinea;30/06/2020;2001;0;32;0;1.426.245;0;22.809;0;NA;NA;NA;NA;NA;NA;NA;NA;;NA;1402985;45.194;22.4;2.846;1.752;22.604.873;NA;202.812;7.78;NA;NA;24.64;2.1;58.74;6
337;GNQ;Africa;Equatorial Guinea;31/07/2020;3071;0;51;0;2.188.904;0;36.351;0;NA;NA;NA;NA;NA;NA;NA;NA;;NA;1402985;45.194;22.4;2.846;1.752;22.604.873;NA;202.812;7.78;NA;NA;24.64;2.1;58.74;7
338;ERI;Africa;Eritrea;31/03/2020;12;0;0;0;3.384;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;;80.56;3546427;44.304;19.3;3.607;2.171;1.510.459;NA;311.11;6.05;0.2;11.4;NA;0.7;66.32;3
339;ERI;Africa;Eritrea;30/04/2020;39;0;0;0;10.997;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;;93.52;3546427;44.304;19.3;3.607;2.171;1.510.459;NA;311.11;6.05;0.2;11.4;NA;0.7;66.32;4
340;ERI;Africa;Eritrea;31/05/2020;39;0;0;0;10.997;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;;93.52;3546427;44.304;19.3;3.607;2.171;1.510.459;NA;311.11;6.05;0.2;11.4;NA;0.7;66.32;5
341;ERI;Africa;Eritrea;30/06/2020;191;0;0;0;53.857;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;;93.52;3546427;44.304;19.3;3.607;2.171;1.510.459;NA;311.11;6.05;0.2;11.4;NA;0.7;66.32;6
342;ERI;Africa;Eritrea;31/07/2020;279;14;0;0;78.671;3.948;0;0;NA;NA;NA;NA;NA;NA;NA;NA;;NA;3546427;44.304;19.3;3.607;2.171;1.510.459;NA;311.11;6.05;0.2;11.4;NA;0.7;66.32;7
343;EST;Europe;Estonia;31/01/2020;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;;0;1326539;31.033;42.7;19.452;13.491;29.481.252;0.5;255.569;4.02;24.5;39.3;NA;4.69;78.74;1
344;EST;Europe;Estonia;29/02/2020;1;0;0;0;0.754;0;0;0;8;44;0.033;0.006;NA;NA;NA;NA;tests performed;0;1326539;31.033;42.7;19.452;13.491;29.481.252;0.5;255.569;4.02;24.5;39.3;NA;4.69;78.74;2
345;EST;Europe;Estonia;31/03/2020;715;36;3;0;538.997;27.138;2.262;0;1976;14384;10.843;1.49;1207;0.91;23.275;0.043;tests performed;77.78;1326539;31.033;42.7;19.452;13.491;29.481.252;0.5;255.569;4.02;24.5;39.3;NA;4.69;78.74;3
346;EST;Europe;Estonia;30/04/2020;1666;6;50;0;1255.9;4.523;37.692;0;1027;53745;40.515;0.774;1070;0.807;70;0.014;tests performed;75;1326539;31.033;42.7;19.452;13.491;29.481.252;0.5;255.569;4.02;24.5;39.3;NA;4.69;78.74;4
347;EST;Europe;Estonia;31/05/2020;1865;6;63;0;1.405.914;4.523;47.492;0;711;84144;63.431;0.536;1081;0.815;171.977;0.006;tests performed;50;1326539;31.033;42.7;19.452;13.491;29.481.252;0.5;255.569;4.02;24.5;39.3;NA;4.69;78.74;5
348;EST;Europe;Estonia;30/06/2020;1987;0;63;0;1.497.883;0;47.492;0;656;107436;80.99;0.495;498;0.375;581;0.002;tests performed;25;1326539;31.033;42.7;19.452;13.491;29.481.252;0.5;255.569;4.02;24.5;39.3;NA;4.69;78.74;6
349;EST;Europe;Estonia;31/07/2020;2051;9;63;0;1.546.129;6.785;47.492;0;530;119743;90.267;0.4;444;0.335;129.5;0.008;tests performed;NA;1326539;31.033;42.7;19.452;13.491;29.481.252;0.5;255.569;4.02;24.5;39.3;NA;4.69;78.74;7
